time,src,dst,protocol,alert
19:19:17,192.168.29.122,239.255.255.250,17,⚠️ ML Flagged as Anomaly
19:19:30,192.168.29.110,170.72.239.201,6,
19:19:30,170.72.239.201,192.168.29.110,6,
19:19:30,170.72.239.201,192.168.29.110,6,
19:19:30,192.168.29.110,170.72.239.201,6,
19:19:30,192.168.29.110,20.42.73.28,6,
19:19:31,192.168.29.110,20.42.73.28,6,
19:19:31,192.168.29.110,20.42.73.28,6,
19:19:31,20.42.73.28,192.168.29.110,6,
19:19:31,20.42.73.28,192.168.29.110,6,
19:19:31,192.168.29.110,20.42.73.28,6,
19:19:31,20.42.73.28,192.168.29.110,6,
19:19:31,192.168.29.110,13.89.179.10,6,
19:19:31,192.168.29.110,13.89.179.10,6,
19:19:31,192.168.29.110,13.89.179.10,6,
19:19:31,192.168.29.110,13.89.179.10,6,
19:19:31,192.168.29.110,13.89.179.10,6,
19:19:31,13.89.179.10,192.168.29.110,6,
19:19:31,13.89.179.10,192.168.29.110,6,
19:19:31,192.168.29.110,13.89.179.10,6,
19:19:31,192.168.29.1,224.0.0.1,2,
19:19:31,192.168.29.110,224.0.0.22,2,
19:19:31,192.168.29.110,20.42.73.28,6,
19:19:31,192.168.29.110,20.42.73.28,6,
19:19:31,192.168.29.110,20.42.73.28,6,
19:19:31,20.42.73.28,192.168.29.110,6,
19:19:31,20.42.73.28,192.168.29.110,6,
19:19:31,192.168.29.110,20.42.73.28,6,
19:19:31,192.168.29.110,224.0.0.22,2,
19:19:31,20.42.73.28,192.168.29.110,6,
19:19:31,192.168.29.110,224.0.0.22,2,
19:19:31,192.168.29.110,20.42.73.28,6,
19:19:31,192.168.29.110,20.42.73.28,6,
19:19:31,192.168.29.110,20.42.73.28,6,
19:19:31,192.168.29.110,20.42.73.28,6,
19:19:31,192.168.29.110,20.42.73.28,6,
19:19:31,20.42.73.28,192.168.29.110,6,
19:19:31,192.168.29.110,20.42.73.28,6,
19:19:31,20.42.73.28,192.168.29.110,6,
19:19:31,192.168.29.110,20.42.73.28,6,
19:19:31,192.168.29.110,162.159.136.234,6,
19:19:32,162.159.136.234,192.168.29.110,6,
19:19:32,162.159.136.234,192.168.29.110,6,
19:19:32,192.168.29.110,162.159.136.234,6,
19:19:32,192.168.29.110,13.89.179.10,6,
19:19:32,192.168.29.110,13.89.179.10,6,
19:19:33,192.168.29.110,13.89.179.10,6,
19:19:33,192.168.29.110,13.89.179.10,6,
19:19:33,192.168.29.110,13.89.179.10,6,
19:19:33,13.89.179.10,192.168.29.110,6,
19:19:33,13.89.179.10,192.168.29.110,6,
19:19:33,13.89.179.10,192.168.29.110,6,
19:19:33,192.168.29.110,13.89.179.10,6,
19:19:33,192.168.29.122,224.0.0.251,17,⚠️ ML Flagged as Anomaly
19:19:45,170.72.239.23,192.168.29.110,6,
19:19:45,192.168.29.110,170.72.239.23,6,
19:19:45,170.72.239.201,192.168.29.110,6,
19:19:45,192.168.29.110,170.72.239.201,6,
19:19:45,192.168.29.122,224.0.0.22,2,
19:19:45,170.72.239.201,192.168.29.110,6,
19:19:45,192.168.29.110,52.27.39.229,6,
19:19:45,192.168.29.110,52.27.39.229,6,
19:19:45,192.168.29.110,52.27.39.229,6,
19:19:45,192.168.29.110,52.27.39.229,6,
19:19:45,192.168.29.110,52.27.39.229,6,
19:19:45,192.168.29.110,52.27.39.229,6,
19:19:45,192.168.29.110,52.27.39.229,6,
19:19:46,192.168.29.110,52.27.39.229,6,
19:19:46,192.168.29.110,52.27.39.229,6,
19:19:46,192.168.29.110,52.27.39.229,6,
19:19:46,52.27.39.229,192.168.29.110,6,
19:19:46,52.27.39.229,192.168.29.110,6,
19:19:46,52.27.39.229,192.168.29.110,6,
19:19:46,52.27.39.229,192.168.29.110,6,
19:19:46,52.27.39.229,192.168.29.110,6,
19:19:46,52.27.39.229,192.168.29.110,6,
19:19:46,52.27.39.229,192.168.29.110,6,
19:19:46,52.27.39.229,192.168.29.110,6,
19:19:46,52.27.39.229,192.168.29.110,6,
19:19:46,52.27.39.229,192.168.29.110,6,
19:19:46,52.27.39.229,192.168.29.110,6,
19:19:46,192.168.29.110,52.27.39.229,6,
19:19:46,192.168.29.110,52.27.39.229,6,
19:19:46,192.168.29.110,52.27.39.229,6,
19:19:46,52.27.39.229,192.168.29.110,6,
19:19:46,52.27.39.229,192.168.29.110,6,
19:19:46,192.168.29.110,52.27.39.229,6,
19:19:46,192.168.29.110,52.27.39.229,6,
19:19:46,52.27.39.229,192.168.29.110,6,
19:19:46,52.27.39.229,192.168.29.110,6,
19:19:46,52.27.39.229,192.168.29.110,6,
19:19:46,52.27.39.229,192.168.29.110,6,
19:19:46,192.168.29.110,52.27.39.229,6,
19:19:46,192.168.29.110,20.42.73.28,6,
19:19:47,192.168.29.110,20.42.73.28,6,
19:19:47,192.168.29.110,20.42.73.28,6,
19:19:47,20.42.73.28,192.168.29.110,6,
19:19:47,20.42.73.28,192.168.29.110,6,
19:19:47,192.168.29.110,20.42.73.28,6,
19:19:47,20.42.73.28,192.168.29.110,6,
19:19:47,192.168.29.110,52.27.39.229,6,
19:19:47,192.168.29.110,52.27.39.229,6,
19:19:47,192.168.29.110,52.27.39.229,6,
19:19:47,192.168.29.110,52.27.39.229,6,
19:19:47,192.168.29.110,52.27.39.229,6,
19:19:47,192.168.29.110,52.27.39.229,6,
19:19:47,192.168.29.110,52.27.39.229,6,
19:19:47,192.168.29.110,170.72.239.201,6,
19:19:47,52.27.39.229,192.168.29.110,6,
19:19:47,52.27.39.229,192.168.29.110,6,
19:19:47,52.27.39.229,192.168.29.110,6,
19:19:47,192.168.29.110,52.27.39.229,6,
19:19:47,52.27.39.229,192.168.29.110,6,
19:19:47,52.27.39.229,192.168.29.110,6,
19:19:47,52.27.39.229,192.168.29.110,6,
19:19:47,52.27.39.229,192.168.29.110,6,
19:19:47,52.27.39.229,192.168.29.110,6,
19:19:47,52.27.39.229,192.168.29.110,6,
19:19:47,192.168.29.110,52.27.39.229,6,
19:19:47,170.72.239.201,192.168.29.110,6,
19:19:47,170.72.239.201,192.168.29.110,6,
19:19:48,192.168.29.110,170.72.239.201,6,
19:19:48,192.168.29.110,18.67.195.155,6,
19:19:48,18.67.195.155,192.168.29.110,6,
19:19:48,192.168.29.1,224.0.0.1,2,
19:19:48,192.168.29.110,224.0.0.22,2,
19:19:48,192.168.29.110,224.0.0.22,2,
19:19:50,192.168.29.110,52.27.39.229,6,
19:19:50,192.168.29.110,52.27.39.229,6,
19:19:50,192.168.29.110,52.27.39.229,6,
19:19:50,192.168.29.110,52.27.39.229,6,
19:19:50,192.168.29.110,52.27.39.229,6,
19:19:50,192.168.29.110,52.27.39.229,6,
19:19:50,192.168.29.110,52.27.39.229,6,
19:19:50,192.168.29.110,52.27.39.229,6,
19:19:50,192.168.29.110,52.27.39.229,6,
19:19:50,192.168.29.110,52.27.39.229,6,
19:19:51,52.27.39.229,192.168.29.110,6,
19:19:51,52.27.39.229,192.168.29.110,6,
19:19:51,52.27.39.229,192.168.29.110,6,
19:19:51,52.27.39.229,192.168.29.110,6,
19:19:51,52.27.39.229,192.168.29.110,6,
19:19:51,52.27.39.229,192.168.29.110,6,
19:19:51,52.27.39.229,192.168.29.110,6,
19:19:51,52.27.39.229,192.168.29.110,6,
19:19:51,52.27.39.229,192.168.29.110,6,
19:19:51,52.27.39.229,192.168.29.110,6,
19:19:51,52.27.39.229,192.168.29.110,6,
19:19:51,192.168.29.110,52.27.39.229,6,
19:19:51,192.168.29.110,52.27.39.229,6,
19:19:51,52.27.39.229,192.168.29.110,6,
19:19:52,192.168.29.110,52.27.39.229,6,
19:19:52,192.168.29.110,52.27.39.229,6,
19:19:52,192.168.29.110,52.27.39.229,6,
19:19:52,192.168.29.110,52.27.39.229,6,
19:19:52,192.168.29.110,52.27.39.229,6,
19:19:52,192.168.29.110,52.27.39.229,6,
19:19:52,192.168.29.110,52.27.39.229,6,
19:19:52,52.27.39.229,192.168.29.110,6,
19:19:52,52.27.39.229,192.168.29.110,6,
19:19:52,52.27.39.229,192.168.29.110,6,
19:19:52,52.27.39.229,192.168.29.110,6,
19:19:52,192.168.29.110,52.27.39.229,6,
19:19:52,52.27.39.229,192.168.29.110,6,
19:19:52,52.27.39.229,192.168.29.110,6,
19:19:52,52.27.39.229,192.168.29.110,6,
19:19:52,192.168.29.110,52.27.39.229,6,
19:19:52,52.27.39.229,192.168.29.110,6,
19:19:52,52.27.39.229,192.168.29.110,6,
19:19:52,192.168.29.110,52.27.39.229,6,
19:19:53,192.168.29.110,224.0.0.22,2,
19:19:53,192.168.29.122,224.0.0.251,17,⚠️ ML Flagged as Anomaly
19:20:05,192.168.29.122,224.0.0.22,2,
19:20:05,192.168.29.110,20.190.146.37,6,
19:20:05,20.190.146.37,192.168.29.110,6,
19:20:05,192.168.29.110,20.190.146.37,6,
19:20:05,192.168.29.110,20.190.146.37,6,
19:20:05,20.190.146.37,192.168.29.110,6,
19:20:05,20.190.146.37,192.168.29.110,6,
19:20:05,20.190.146.37,192.168.29.110,6,
19:20:05,192.168.29.110,20.190.146.37,6,
19:20:05,192.168.29.110,20.190.146.37,6,
19:20:05,20.190.146.37,192.168.29.110,6,
19:20:05,192.168.29.110,20.190.146.37,6,
19:20:05,192.168.29.110,20.190.146.37,6,
19:20:05,192.168.29.110,20.190.146.37,6,
19:20:06,192.168.29.110,20.190.146.37,6,
19:20:06,192.168.29.110,20.190.146.37,6,
19:20:06,20.190.146.37,192.168.29.110,6,
19:20:06,20.190.146.37,192.168.29.110,6,
19:20:06,20.190.146.37,192.168.29.110,6,
19:20:06,20.190.146.37,192.168.29.110,6,
19:20:06,20.190.146.37,192.168.29.110,6,
19:20:06,20.190.146.37,192.168.29.110,6,
19:20:06,20.190.146.37,192.168.29.110,6,
19:20:06,20.190.146.37,192.168.29.110,6,
19:20:06,20.190.146.37,192.168.29.110,6,
19:20:06,20.190.146.37,192.168.29.110,6,
19:20:06,192.168.29.110,20.190.146.37,6,
19:20:06,170.72.239.201,192.168.29.110,6,
19:20:06,192.168.29.110,170.72.239.201,6,
19:20:06,192.168.29.110,20.189.173.20,6,
19:20:06,20.189.173.20,192.168.29.110,6,
19:20:06,192.168.29.110,20.189.173.20,6,
19:20:06,192.168.29.110,20.189.173.20,6,
19:20:06,170.72.239.201,192.168.29.110,6,
19:20:06,20.189.173.20,192.168.29.110,6,
19:20:06,192.168.29.110,20.189.173.20,6,
19:20:06,20.189.173.20,192.168.29.110,6,
19:20:06,20.189.173.20,192.168.29.110,6,
19:20:06,20.189.173.20,192.168.29.110,6,
19:20:06,192.168.29.110,20.189.173.20,6,
19:20:06,192.168.29.110,20.189.173.20,6,
19:20:06,20.189.173.20,192.168.29.110,6,
19:20:06,192.168.29.110,20.189.173.20,6,
19:20:06,192.168.29.110,20.189.173.20,6,
19:20:06,20.189.173.20,192.168.29.110,6,
19:20:06,192.168.29.110,20.189.173.20,6,
19:20:06,192.168.29.110,20.189.173.20,6,
19:20:06,192.168.29.110,20.189.173.20,6,
19:20:06,20.189.173.20,192.168.29.110,6,
19:20:06,192.168.29.110,20.189.173.20,6,
19:20:06,192.168.29.110,20.189.173.20,6,
19:20:06,20.189.173.20,192.168.29.110,6,
19:20:07,20.189.173.20,192.168.29.110,6,
19:20:07,20.189.173.20,192.168.29.110,6,
19:20:07,192.168.29.110,20.189.173.20,6,
19:20:07,20.189.173.20,192.168.29.110,6,
19:20:07,192.168.29.110,20.189.173.20,6,
19:20:07,192.168.29.110,52.27.39.229,6,
19:20:07,192.168.29.110,52.27.39.229,6,
19:20:07,192.168.29.110,52.27.39.229,6,
19:20:07,52.27.39.229,192.168.29.110,6,
19:20:07,52.27.39.229,192.168.29.110,6,
19:20:07,52.27.39.229,192.168.29.110,6,
19:20:07,192.168.29.110,52.27.39.229,6,
19:20:07,192.168.29.110,52.27.39.229,6,
19:20:07,52.27.39.229,192.168.29.110,6,
19:20:07,192.168.29.110,52.27.39.229,6,
19:20:07,192.168.29.110,18.67.195.155,6,
19:20:07,18.67.195.155,192.168.29.110,6,
19:20:07,192.168.29.110,18.67.195.155,6,
19:20:07,52.27.39.229,192.168.29.110,6,
19:20:07,52.27.39.229,192.168.29.110,6,
19:20:07,192.168.29.110,52.27.39.229,6,
19:20:07,192.168.29.110,170.72.239.201,6,
19:20:07,170.72.239.201,192.168.29.110,6,
19:20:07,170.72.239.201,192.168.29.110,6,
19:20:07,192.168.29.110,170.72.239.201,6,
19:20:07,192.168.29.110,4.213.25.242,6,
19:20:07,4.213.25.242,192.168.29.110,6,
19:20:07,192.168.29.1,224.0.0.1,2,
19:20:08,192.168.29.122,224.0.0.22,2,
19:20:11,192.168.29.110,162.159.136.234,6,
19:20:11,192.168.29.110,224.0.0.22,2,
19:20:11,162.159.136.234,192.168.29.110,6,
19:20:11,192.168.29.110,52.13.54.113,6,
19:20:11,162.159.136.234,192.168.29.110,6,
19:20:11,192.168.29.110,162.159.136.234,6,
19:20:11,192.168.29.110,52.13.54.113,6,
19:20:11,52.13.54.113,192.168.29.110,6,
19:20:11,192.168.29.110,52.13.54.113,6,
19:20:12,192.168.29.110,52.13.54.113,6,
19:20:12,192.168.29.110,52.13.54.113,6,
19:20:12,192.168.29.110,52.13.54.113,6,
19:20:12,192.168.29.110,52.13.54.113,6,
19:20:12,192.168.29.110,52.13.54.113,6,
19:20:12,192.168.29.110,52.13.54.113,6,
19:20:12,52.13.54.113,192.168.29.110,6,
19:20:12,192.168.29.110,52.13.54.113,6,
19:20:12,192.168.29.110,52.13.54.113,6,
19:20:12,192.168.29.110,52.13.54.113,6,
19:20:12,52.13.54.113,192.168.29.110,6,
19:20:12,52.13.54.113,192.168.29.110,6,
19:20:12,52.13.54.113,192.168.29.110,6,
19:20:12,52.13.54.113,192.168.29.110,6,
19:20:12,52.13.54.113,192.168.29.110,6,
19:20:12,192.168.29.110,52.13.54.113,6,
19:20:12,52.13.54.113,192.168.29.110,6,
19:20:12,52.13.54.113,192.168.29.110,6,
19:20:12,52.13.54.113,192.168.29.110,6,
19:20:12,52.13.54.113,192.168.29.110,6,
19:20:12,192.168.29.110,52.13.54.113,6,
19:20:12,192.168.29.110,52.13.54.113,6,
19:20:12,192.168.29.110,52.13.54.113,6,
19:20:12,192.168.29.110,52.13.54.113,6,
19:20:12,192.168.29.110,52.13.54.113,6,
19:20:12,192.168.29.110,52.13.54.113,6,
19:20:12,192.168.29.110,52.13.54.113,6,
19:20:12,192.168.29.110,52.13.54.113,6,
19:20:12,192.168.29.110,52.13.54.113,6,
19:20:12,192.168.29.110,52.13.54.113,6,
19:20:12,192.168.29.110,52.13.54.113,6,
19:20:12,192.168.29.110,52.13.54.113,6,
19:20:12,192.168.29.110,52.13.54.113,6,
19:20:12,192.168.29.110,52.13.54.113,6,
19:20:13,192.168.29.110,52.13.54.113,6,
19:20:13,192.168.29.110,52.13.54.113,6,
19:20:13,192.168.29.110,52.13.54.113,6,
19:20:13,192.168.29.110,52.13.54.113,6,
19:20:13,192.168.29.110,52.13.54.113,6,
19:20:13,192.168.29.110,52.13.54.113,6,
19:20:13,192.168.29.110,52.13.54.113,6,
19:20:13,192.168.29.110,52.13.54.113,6,
19:20:13,192.168.29.110,52.13.54.113,6,
19:20:13,192.168.29.110,52.13.54.113,6,
19:20:13,192.168.29.110,52.13.54.113,6,
19:20:13,192.168.29.110,52.13.54.113,6,
19:20:13,192.168.29.110,52.13.54.113,6,
19:20:13,192.168.29.110,52.13.54.113,6,
19:20:13,52.13.54.113,192.168.29.110,6,
19:20:13,52.13.54.113,192.168.29.110,6,
19:20:13,52.13.54.113,192.168.29.110,6,
19:20:13,52.13.54.113,192.168.29.110,6,
19:20:13,52.13.54.113,192.168.29.110,6,
19:20:13,192.168.29.110,52.13.54.113,6,
19:20:13,52.13.54.113,192.168.29.110,6,
19:20:13,52.13.54.113,192.168.29.110,6,
19:20:13,192.168.29.110,52.13.54.113,6,
19:20:13,52.13.54.113,192.168.29.110,6,
19:20:13,52.13.54.113,192.168.29.110,6,
19:20:13,52.13.54.113,192.168.29.110,6,
19:20:13,52.13.54.113,192.168.29.110,6,
19:20:13,52.13.54.113,192.168.29.110,6,
19:20:13,52.13.54.113,192.168.29.110,6,
19:20:13,52.13.54.113,192.168.29.110,6,
19:20:13,52.13.54.113,192.168.29.110,6,
19:20:13,52.13.54.113,192.168.29.110,6,
19:20:13,192.168.29.110,52.13.54.113,6,
19:20:14,52.13.54.113,192.168.29.110,6,
19:20:14,52.13.54.113,192.168.29.110,6,
19:20:14,52.13.54.113,192.168.29.110,6,
19:20:14,192.168.29.110,52.13.54.113,6,
19:20:14,192.168.29.110,52.13.54.113,6,
19:20:14,52.13.54.113,192.168.29.110,6,
19:20:14,52.13.54.113,192.168.29.110,6,
19:20:14,52.13.54.113,192.168.29.110,6,
19:20:14,52.13.54.113,192.168.29.110,6,
19:20:14,52.13.54.113,192.168.29.110,6,
19:20:14,52.13.54.113,192.168.29.110,6,
19:20:14,192.168.29.110,52.13.54.113,6,
19:20:14,52.13.54.113,192.168.29.110,6,
19:20:14,52.13.54.113,192.168.29.110,6,
19:20:14,52.13.54.113,192.168.29.110,6,
19:20:14,52.13.54.113,192.168.29.110,6,
19:20:14,52.13.54.113,192.168.29.110,6,
19:20:14,52.13.54.113,192.168.29.110,6,
19:20:14,52.13.54.113,192.168.29.110,6,
19:20:14,52.13.54.113,192.168.29.110,6,
19:20:14,52.13.54.113,192.168.29.110,6,
19:20:14,52.13.54.113,192.168.29.110,6,
19:20:14,52.13.54.113,192.168.29.110,6,
19:20:14,192.168.29.110,52.13.54.113,6,
19:20:14,52.13.54.113,192.168.29.110,6,
19:20:14,52.13.54.113,192.168.29.110,6,
19:20:14,52.13.54.113,192.168.29.110,6,
19:20:14,52.13.54.113,192.168.29.110,6,
19:20:14,192.168.29.110,52.13.54.113,6,
19:20:14,192.168.29.110,52.13.54.113,6,
19:20:14,192.168.29.110,52.13.54.113,6,
19:20:14,192.168.29.110,52.13.54.113,6,
19:20:15,192.168.29.110,52.13.54.113,6,
19:20:15,192.168.29.110,52.13.54.113,6,
19:20:15,192.168.29.110,52.13.54.113,6,
19:20:15,192.168.29.110,52.13.54.113,6,
19:20:15,192.168.29.110,52.13.54.113,6,
19:20:15,52.13.54.113,192.168.29.110,6,
19:20:15,52.13.54.113,192.168.29.110,6,
19:20:15,52.13.54.113,192.168.29.110,6,
19:20:15,52.13.54.113,192.168.29.110,6,
19:20:15,192.168.29.110,52.13.54.113,6,
19:20:15,52.13.54.113,192.168.29.110,6,
19:20:15,192.168.29.110,52.13.54.113,6,
19:20:15,52.13.54.113,192.168.29.110,6,
19:20:15,52.13.54.113,192.168.29.110,6,
19:20:15,52.13.54.113,192.168.29.110,6,
19:20:15,192.168.29.110,52.13.54.113,6,
19:20:15,52.13.54.113,192.168.29.110,6,
19:20:15,192.168.29.110,52.13.54.113,6,
19:20:15,52.13.54.113,192.168.29.110,6,
19:20:15,52.13.54.113,192.168.29.110,6,
19:20:15,52.13.54.113,192.168.29.110,6,
19:20:15,52.13.54.113,192.168.29.110,6,
19:20:15,52.13.54.113,192.168.29.110,6,
19:20:15,52.13.54.113,192.168.29.110,6,
19:20:15,192.168.29.110,52.13.54.113,6,
19:20:15,192.168.29.110,224.0.0.22,2,
19:20:15,192.168.29.122,224.0.0.251,17,⚠️ ML Flagged as Anomaly
19:20:27,192.168.29.110,224.0.0.22,2,
19:20:27,192.168.29.122,239.255.255.250,17,⚠️ ML Flagged as Anomaly
19:20:40,170.72.239.201,192.168.29.110,6,
19:20:40,192.168.29.110,170.72.239.201,6,
19:20:40,170.72.239.201,192.168.29.110,6,
19:20:40,192.168.29.110,18.67.195.155,6,
19:20:40,18.67.195.155,192.168.29.110,6,
19:20:40,192.168.29.110,18.67.195.155,6,
19:20:40,192.168.29.110,18.67.195.155,6,
19:20:40,192.168.29.110,18.67.195.155,6,
19:20:40,18.67.195.155,192.168.29.110,6,
19:20:40,18.67.195.155,192.168.29.110,6,
19:20:40,192.168.29.110,18.67.195.155,6,
19:20:40,192.168.29.110,18.67.195.155,6,
19:20:40,192.168.29.110,18.67.195.155,6,
19:20:40,18.67.195.155,192.168.29.110,6,
19:20:40,18.67.195.155,192.168.29.110,6,
19:20:40,18.67.195.155,192.168.29.110,6,
19:20:40,18.67.195.155,192.168.29.110,6,
19:20:40,18.67.195.155,192.168.29.110,6,
19:20:40,192.168.29.110,18.67.195.155,6,
19:20:40,192.168.29.110,18.67.195.155,6,
19:20:40,192.168.29.110,52.13.54.113,6,
19:20:40,192.168.29.110,52.13.54.113,6,
19:20:40,192.168.29.110,52.13.54.113,6,
19:20:40,192.168.29.110,52.13.54.113,6,
19:20:40,192.168.29.110,52.13.54.113,6,
19:20:40,192.168.29.110,52.13.54.113,6,
19:20:40,192.168.29.110,52.13.54.113,6,
19:20:40,192.168.29.110,52.13.54.113,6,
19:20:41,192.168.29.110,52.13.54.113,6,
19:20:41,192.168.29.110,52.13.54.113,6,
19:20:41,18.67.195.155,192.168.29.110,6,
19:20:41,192.168.29.110,52.13.54.113,6,
19:20:41,52.13.54.113,192.168.29.110,6,
19:20:41,52.13.54.113,192.168.29.110,6,
19:20:41,52.13.54.113,192.168.29.110,6,
19:20:41,52.13.54.113,192.168.29.110,6,
19:20:41,52.13.54.113,192.168.29.110,6,
19:20:41,52.13.54.113,192.168.29.110,6,
19:20:41,52.13.54.113,192.168.29.110,6,
19:20:41,52.13.54.113,192.168.29.110,6,
19:20:41,52.13.54.113,192.168.29.110,6,
19:20:41,52.13.54.113,192.168.29.110,6,
19:20:41,52.13.54.113,192.168.29.110,6,
19:20:41,52.13.54.113,192.168.29.110,6,
19:20:41,52.13.54.113,192.168.29.110,6,
19:20:41,52.13.54.113,192.168.29.110,6,
19:20:41,52.13.54.113,192.168.29.110,6,
19:20:41,52.13.54.113,192.168.29.110,6,
19:20:41,52.13.54.113,192.168.29.110,6,
19:20:41,192.168.29.110,52.13.54.113,6,
19:20:41,192.168.29.110,52.13.54.113,6,
19:20:41,192.168.29.110,52.13.54.113,6,
19:20:41,192.168.29.110,52.13.54.113,6,
19:20:41,192.168.29.110,52.13.54.113,6,
19:20:41,192.168.29.110,52.13.54.113,6,
19:20:41,192.168.29.110,52.13.54.113,6,
19:20:41,192.168.29.110,52.13.54.113,6,
19:20:41,192.168.29.110,52.13.54.113,6,
19:20:42,52.13.54.113,192.168.29.110,6,
19:20:42,52.13.54.113,192.168.29.110,6,
19:20:42,52.13.54.113,192.168.29.110,6,
19:20:42,52.13.54.113,192.168.29.110,6,
19:20:42,52.13.54.113,192.168.29.110,6,
19:20:42,52.13.54.113,192.168.29.110,6,
19:20:42,52.13.54.113,192.168.29.110,6,
19:20:42,52.13.54.113,192.168.29.110,6,
19:20:42,52.13.54.113,192.168.29.110,6,
19:20:42,52.13.54.113,192.168.29.110,6,
19:20:42,52.13.54.113,192.168.29.110,6,
19:20:42,52.13.54.113,192.168.29.110,6,
19:20:42,52.13.54.113,192.168.29.110,6,
19:20:42,52.13.54.113,192.168.29.110,6,
19:20:42,192.168.29.110,52.13.54.113,6,
19:20:42,192.168.29.110,20.42.73.28,6,
19:20:42,20.42.73.28,192.168.29.110,6,
19:20:42,192.168.29.1,224.0.0.1,2,
19:20:42,192.168.29.110,170.72.239.201,6,
19:20:42,170.72.239.201,192.168.29.110,6,
19:20:42,170.72.239.201,192.168.29.110,6,
19:20:42,192.168.29.110,170.72.239.201,6,
19:20:42,192.168.29.1,239.255.255.250,17,⚠️ ML Flagged as Anomaly
